"Entry","Entry Name","Gene Names","Gene Ontology (biological process)","Gene Ontology (cellular component)","Gene Ontology (GO)","Gene Ontology (molecular function)","Gene Ontology IDs","name","Protein names","selected","shared name"
"P55036","PSMD4_HUMAN","PSMD4 MCB1","proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; polyubiquitin modification-dependent protein binding [GO:0031593]; RNA binding [GO:0003723]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]","identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; polyubiquitin modification-dependent protein binding [GO:0031593]; RNA binding [GO:0003723]","GO:0000502; GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0008540; GO:0022624; GO:0031593; GO:0042802; GO:0043161; GO:0060090","9606.ENSP00000357876","26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)","false","9606.ENSP00000357876"
"P32119","PRDX2_HUMAN","PRDX2 NKEFB TDPX1","cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; cellular response to stress [GO:0033554]; defense response to tumor cell [GO:0002357]; extrinsic apoptotic signaling pathway [GO:0097191]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of T cell differentiation [GO:0045581]; positive regulation of blood coagulation [GO:0030194]; positive regulation of MAPK cascade [GO:0043410]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide metabolic process [GO:0010310]; removal of superoxide radicals [GO:0019430]; respiratory burst involved in inflammatory response [GO:0002536]; response to lipopolysaccharide [GO:0032496]; response to oxidative stress [GO:0006979]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; thymus development [GO:0048538]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; antioxidant activity [GO:0016209]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; cellular response to stress [GO:0033554]; defense response to tumor cell [GO:0002357]; extrinsic apoptotic signaling pathway [GO:0097191]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of T cell differentiation [GO:0045581]; positive regulation of blood coagulation [GO:0030194]; positive regulation of MAPK cascade [GO:0043410]; regulation of apoptotic process [GO:0042981]; regulation of hydrogen peroxide metabolic process [GO:0010310]; removal of superoxide radicals [GO:0019430]; respiratory burst involved in inflammatory response [GO:0002536]; response to lipopolysaccharide [GO:0032496]; response to oxidative stress [GO:0006979]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; thymus development [GO:0048538]","antioxidant activity [GO:0016209]; thioredoxin peroxidase activity [GO:0008379]","GO:0002357; GO:0002536; GO:0005737; GO:0005829; GO:0006979; GO:0008379; GO:0010310; GO:0016209; GO:0019430; GO:0030194; GO:0031665; GO:0032496; GO:0033554; GO:0034599; GO:0042098; GO:0042744; GO:0042981; GO:0043029; GO:0043066; GO:0043410; GO:0045321; GO:0045454; GO:0045581; GO:0048538; GO:0070062; GO:0097191; GO:2001240","9606.ENSP00000301522","Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)","false","9606.ENSP00000301522"
"Q06830","PRDX1_HUMAN","PRDX1 PAGA PAGB TDPX2","canonical NF-kappaB signal transduction [GO:0007249]; cell population proliferation [GO:0008283]; cell redox homeostasis [GO:0045454]; cellular response to stress [GO:0033554]; erythrocyte homeostasis [GO:0034101]; fibroblast proliferation [GO:0048144]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; natural killer cell activation [GO:0030101]; natural killer cell mediated cytotoxicity [GO:0042267]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of stress-activated MAPK cascade [GO:0032872]; removal of superoxide radicals [GO:0019430]; response to oxidative stress [GO:0006979]; skeletal system development [GO:0001501]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; melanosome [GO:0042470]; nucleus [GO:0005634]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; melanosome [GO:0042470]; nucleus [GO:0005634]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; peroxidase activity [GO:0004601]; RNA binding [GO:0003723]; thioredoxin peroxidase activity [GO:0008379]; canonical NF-kappaB signal transduction [GO:0007249]; cell population proliferation [GO:0008283]; cell redox homeostasis [GO:0045454]; cellular response to stress [GO:0033554]; erythrocyte homeostasis [GO:0034101]; fibroblast proliferation [GO:0048144]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; natural killer cell activation [GO:0030101]; natural killer cell mediated cytotoxicity [GO:0042267]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of stress-activated MAPK cascade [GO:0032872]; removal of superoxide radicals [GO:0019430]; response to oxidative stress [GO:0006979]; skeletal system development [GO:0001501]","cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; peroxidase activity [GO:0004601]; RNA binding [GO:0003723]; thioredoxin peroxidase activity [GO:0008379]","GO:0001501; GO:0003723; GO:0004601; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006979; GO:0007249; GO:0008283; GO:0008379; GO:0019430; GO:0030101; GO:0032872; GO:0033554; GO:0034101; GO:0042267; GO:0042470; GO:0042744; GO:0042802; GO:0045296; GO:0045321; GO:0045454; GO:0048144; GO:0070062; GO:1901222","9606.ENSP00000262746","Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)","false","9606.ENSP00000262746"
"P62987","RL40_HUMAN","UBA52 UBCEP2","cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein modification process [GO:0036211]; protein ubiquitination [GO:0016567]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lysosomal membrane [GO:0005765]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]; vesicle [GO:0031982]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lysosomal membrane [GO:0005765]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]; vesicle [GO:0031982]; protein tag activity [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]; cytoplasmic translation [GO:0002181]; modification-dependent protein catabolic process [GO:0019941]; protein modification process [GO:0036211]; protein ubiquitination [GO:0016567]","protein tag activity [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]","GO:0002181; GO:0003735; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0005765; GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0010008; GO:0016567; GO:0019941; GO:0022625; GO:0022626; GO:0022627; GO:0030666; GO:0031386; GO:0031625; GO:0031982; GO:0036211; GO:0045202; GO:0070062","9606.ENSP00000388107","Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40) (rpL40)]","false","9606.ENSP00000388107"
"P0CG47","UBB_HUMAN","UBB","energy homeostasis [GO:0097009]; fat pad development [GO:0060613]; female gonad development [GO:0008585]; female meiosis I [GO:0007144]; hypothalamus gonadotrophin-releasing hormone neuron development [GO:0021888]; male meiosis I [GO:0007141]; mitochondrion transport along microtubule [GO:0047497]; modification-dependent protein catabolic process [GO:0019941]; neuron projection morphogenesis [GO:0048812]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; protein ubiquitination [GO:0016567]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of neuron apoptotic process [GO:0043523]; regulation of proteasomal protein catabolic process [GO:0061136]; seminiferous tubule development [GO:0072520]","cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]","cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; protein tag activity [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]; energy homeostasis [GO:0097009]; fat pad development [GO:0060613]; female gonad development [GO:0008585]; female meiosis I [GO:0007144]; hypothalamus gonadotrophin-releasing hormone neuron development [GO:0021888]; male meiosis I [GO:0007141]; mitochondrion transport along microtubule [GO:0047497]; modification-dependent protein catabolic process [GO:0019941]; neuron projection morphogenesis [GO:0048812]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein monoubiquitination [GO:1902527]; positive regulation of protein ubiquitination [GO:0031398]; protein ubiquitination [GO:0016567]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of neuron apoptotic process [GO:0043523]; regulation of proteasomal protein catabolic process [GO:0061136]; seminiferous tubule development [GO:0072520]","protein tag activity [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]","GO:0005615; GO:0005634; GO:0005654; GO:0005739; GO:0005741; GO:0005789; GO:0005829; GO:0005886; GO:0007141; GO:0007144; GO:0008585; GO:0010008; GO:0016567; GO:0019941; GO:0021888; GO:0030666; GO:0031386; GO:0031398; GO:0031625; GO:0031982; GO:0043005; GO:0043025; GO:0043523; GO:0047497; GO:0048812; GO:0051881; GO:0060613; GO:0061136; GO:0070062; GO:0072520; GO:0097009; GO:1902255; GO:1902527","9606.ENSP00000478771","Polyubiquitin-B [Cleaved into: Ubiquitin]","false","9606.ENSP00000478771"
"P0CG48","UBC_HUMAN","UBC","modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]","cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]","cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; protein tag activity [GO:0031386]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]","protein tag activity [GO:0031386]; RNA binding [GO:0003723]; ubiquitin protein ligase binding [GO:0031625]","GO:0003723; GO:0005615; GO:0005634; GO:0005654; GO:0005741; GO:0005789; GO:0005829; GO:0005886; GO:0010008; GO:0016567; GO:0019941; GO:0030666; GO:0031386; GO:0031625; GO:0031982; GO:0070062","9606.ENSP00000441543","Polyubiquitin-C [Cleaved into: Ubiquitin]","false","9606.ENSP00000441543"
"P03891","NU2M_HUMAN","MT-ND2 MTND2 NADH2 ND2","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; reactive oxygen species metabolic process [GO:0072593]; response to hypoxia [GO:0001666]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; ionotropic glutamate receptor binding [GO:0035255]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein kinase binding [GO:0019901]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; reactive oxygen species metabolic process [GO:0072593]; response to hypoxia [GO:0001666]","ionotropic glutamate receptor binding [GO:0035255]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein kinase binding [GO:0019901]","GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0019901; GO:0032981; GO:0035255; GO:0042776; GO:0045271; GO:0072593","9606.ENSP00000355046","NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)","false","9606.ENSP00000355046"
"P03886","NU1M_HUMAN","MT-ND1 MTND1 NADH1 ND1","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to organic cyclic compound [GO:0014070]; response to xenobiotic stimulus [GO:0009410]","dendrite [GO:0030425]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; respiratory chain complex I [GO:0045271]","dendrite [GO:0030425]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hydroperoxide [GO:0033194]; response to hypoxia [GO:0001666]; response to organic cyclic compound [GO:0014070]; response to xenobiotic stimulus [GO:0009410]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0001666; GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0009410; GO:0014070; GO:0030425; GO:0031966; GO:0032981; GO:0033194; GO:0042776; GO:0043025; GO:0045271","9606.ENSP00000354687","NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)","false","9606.ENSP00000354687"
"Q9P0L2","MARK1_HUMAN","MARK1 KIAA1477 MARK","cytoskeleton organization [GO:0007010]; establishment of mitochondrion localization [GO:0051654]; intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of gene expression [GO:0010629]; neuron migration [GO:0001764]; positive regulation of gene expression [GO:0010628]; protein phosphorylation [GO:0006468]; regulation of dendrite development [GO:0050773]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse assembly [GO:0150052]; Wnt signaling pathway [GO:0016055]","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; ATP binding [GO:0005524]; histone H2AS1 kinase activity [GO:0044024]; magnesium ion binding [GO:0000287]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylserine binding [GO:0001786]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; cytoskeleton organization [GO:0007010]; establishment of mitochondrion localization [GO:0051654]; intracellular signal transduction [GO:0035556]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of gene expression [GO:0010629]; neuron migration [GO:0001764]; positive regulation of gene expression [GO:0010628]; protein phosphorylation [GO:0006468]; regulation of dendrite development [GO:0050773]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse assembly [GO:0150052]; Wnt signaling pathway [GO:0016055]","ATP binding [GO:0005524]; histone H2AS1 kinase activity [GO:0044024]; magnesium ion binding [GO:0000287]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylserine binding [GO:0001786]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]","GO:0000226; GO:0000287; GO:0001764; GO:0001786; GO:0004674; GO:0005524; GO:0005546; GO:0005737; GO:0005856; GO:0005886; GO:0006468; GO:0007010; GO:0010628; GO:0010629; GO:0010719; GO:0010975; GO:0015630; GO:0016055; GO:0030425; GO:0035556; GO:0044024; GO:0048156; GO:0050321; GO:0050773; GO:0051654; GO:0070300; GO:0098794; GO:0098978; GO:0106310; GO:0150052","9606.ENSP00000483424","Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (MAP/microtubule affinity-regulating kinase 1) (PAR1 homolog c) (Par-1c) (Par1c)","false","9606.ENSP00000483424"
"Q96L34","MARK4_HUMAN","MARK4 KIAA1860 MARKL1","cell division [GO:0051301]; cilium organization [GO:0044782]; intracellular signal transduction [GO:0035556]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; nervous system development [GO:0007399]; positive regulation of cell cycle [GO:0045787]; positive regulation of cilium assembly [GO:0045724]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of programmed cell death [GO:0043068]; positive regulation of protein localization to centrosome [GO:1904781]; protein phosphorylation [GO:0006468]; regulation of centrosome cycle [GO:0046605]","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; gamma-tubulin complex [GO:0000930]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; neuron projection [GO:0043005]","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; gamma-tubulin complex [GO:0000930]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; midbody [GO:0030496]; neuron projection [GO:0043005]; ATP binding [GO:0005524]; cytoskeletal anchor activity [GO:0008093]; gamma-tubulin binding [GO:0043015]; histone H2AS1 kinase activity [GO:0044024]; microtubule binding [GO:0008017]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; ubiquitin binding [GO:0043130]; cell division [GO:0051301]; cilium organization [GO:0044782]; intracellular signal transduction [GO:0035556]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; nervous system development [GO:0007399]; positive regulation of cell cycle [GO:0045787]; positive regulation of cilium assembly [GO:0045724]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of programmed cell death [GO:0043068]; positive regulation of protein localization to centrosome [GO:1904781]; protein phosphorylation [GO:0006468]; regulation of centrosome cycle [GO:0046605]","ATP binding [GO:0005524]; cytoskeletal anchor activity [GO:0008093]; gamma-tubulin binding [GO:0043015]; histone H2AS1 kinase activity [GO:0044024]; microtubule binding [GO:0008017]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]; ubiquitin binding [GO:0043130]","GO:0000226; GO:0000930; GO:0001578; GO:0004674; GO:0005524; GO:0005737; GO:0005813; GO:0005815; GO:0005829; GO:0006468; GO:0007399; GO:0008017; GO:0008093; GO:0015630; GO:0030425; GO:0030496; GO:0035556; GO:0036064; GO:0043005; GO:0043015; GO:0043068; GO:0043130; GO:0044024; GO:0044782; GO:0045724; GO:0045787; GO:0046605; GO:0048156; GO:0050321; GO:0051301; GO:0106310; GO:1900227; GO:1904781","9606.ENSP00000262891","MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1)","false","9606.ENSP00000262891"
