"Entry","Entry Name","Gene Names","Gene Ontology (biological process)","Gene Ontology (cellular component)","Gene Ontology (GO)","Gene Ontology (molecular function)","Gene Ontology IDs","name","Protein names","selected","shared name"
"Q8IXI1","MIRO2_HUMAN","RHOT2 ARHT2 C16orf39","cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion organization [GO:0007005]; mitochondrion transport along microtubule [GO:0047497]; small GTPase-mediated signal transduction [GO:0007264]","membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion organization [GO:0007005]; mitochondrion transport along microtubule [GO:0047497]; small GTPase-mediated signal transduction [GO:0007264]","calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]","GO:0003924; GO:0005509; GO:0005525; GO:0005739; GO:0005741; GO:0007005; GO:0007264; GO:0016020; GO:0019725; GO:0047497; GO:0097345","9606.ENSP00000321971","Mitochondrial Rho GTPase 2 (MIRO-2) (hMiro-2) (EC 3.6.5.-) (Ras homolog gene family member T2)","false","9606.ENSP00000321971"
"Q9Y6H5","SNCAP_HUMAN","SNCAIP","cell death [GO:0008219]; dopamine metabolic process [GO:0042417]; regulation of inclusion body assembly [GO:0090083]; regulation of neurotransmitter secretion [GO:0046928]","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; presynaptic membrane [GO:0042734]; synaptic vesicle [GO:0008021]","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; presynaptic membrane [GO:0042734]; synaptic vesicle [GO:0008021]; identical protein binding [GO:0042802]; ubiquitin protein ligase binding [GO:0031625]; cell death [GO:0008219]; dopamine metabolic process [GO:0042417]; regulation of inclusion body assembly [GO:0090083]; regulation of neurotransmitter secretion [GO:0046928]","identical protein binding [GO:0042802]; ubiquitin protein ligase binding [GO:0031625]","GO:0005654; GO:0005737; GO:0005829; GO:0008021; GO:0008219; GO:0031625; GO:0036464; GO:0042417; GO:0042734; GO:0042802; GO:0043025; GO:0046928; GO:0090083","9606.ENSP00000261367","Synphilin-1 (Sph1) (Alpha-synuclein-interacting protein)","false","9606.ENSP00000261367"
"Q8IXI2","MIRO1_HUMAN","RHOT1 ARHT1","cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion organization [GO:0007005]; mitochondrion transport along microtubule [GO:0047497]; regulation of mitochondrion organization [GO:0010821]; small GTPase-mediated signal transduction [GO:0007264]","membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cellular homeostasis [GO:0019725]; mitochondrial outer membrane permeabilization [GO:0097345]; mitochondrion organization [GO:0007005]; mitochondrion transport along microtubule [GO:0047497]; regulation of mitochondrion organization [GO:0010821]; small GTPase-mediated signal transduction [GO:0007264]","calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]","GO:0003924; GO:0005509; GO:0005525; GO:0005739; GO:0005741; GO:0007005; GO:0007264; GO:0010821; GO:0016020; GO:0019725; GO:0047497; GO:0097345","9606.ENSP00000351132","Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1)","false","9606.ENSP00000351132"
"A1L188","NDUF8_HUMAN","NDUFAF8 C17orf89","mitochondrial respiratory chain complex I assembly [GO:0032981]","mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]","","GO:0005739; GO:0005759; GO:0032981","9606.ENSP00000400184","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8","false","9606.ENSP00000400184"
"Q5TEU4","NDUF5_HUMAN","NDUFAF5 C20orf7","methylation [GO:0032259]; mitochondrial respiratory chain complex I assembly [GO:0032981]; peptidyl-arginine hydroxylation [GO:0030961]","matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","matrix side of mitochondrial inner membrane [GO:0099617]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]; mitochondrial respiratory chain complex I assembly [GO:0032981]; peptidyl-arginine hydroxylation [GO:0030961]","oxidoreductase activity [GO:0016491]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]","GO:0005739; GO:0005743; GO:0008757; GO:0016491; GO:0030961; GO:0032259; GO:0032981; GO:0099617","9606.ENSP00000367346","Arginine-hydroxylase NDUFAF5, mitochondrial (EC 1.-.-.-) (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5) (Putative methyltransferase NDUFAF5) (EC 2.1.1.-)","false","9606.ENSP00000367346"
"Q8N183","NDUF2_HUMAN","NDUFAF2 NDUFA12L","mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061179]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; protein-containing complex binding [GO:0044877]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061179]","protein-containing complex binding [GO:0044877]","GO:0005739; GO:0005743; GO:0032981; GO:0044877; GO:0061179","9606.ENSP00000296597","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 (B17.2-like) (B17.2L) (Mimitin) (Myc-induced mitochondrial protein) (MMTN) (NDUFA12-like protein)","false","9606.ENSP00000296597"
"Q9P032","NDUF4_HUMAN","NDUFAF4 C6orf66 HRPAP20 HSPC125 My013","defense response to virus [GO:0051607]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cell population proliferation [GO:0008284]","cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]","cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; calmodulin binding [GO:0005516]; defense response to virus [GO:0051607]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cell population proliferation [GO:0008284]","calmodulin binding [GO:0005516]","GO:0005516; GO:0005739; GO:0005743; GO:0005829; GO:0008284; GO:0031966; GO:0032981; GO:0043066; GO:0051607","9606.ENSP00000358272","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)","false","9606.ENSP00000358272"
"Q8IUX1","T126B_HUMAN","TMEM126B HT007","mitochondrial respiratory chain complex I assembly [GO:0032981]; response to food [GO:0032094]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]; response to food [GO:0032094]","","GO:0005739; GO:0005743; GO:0032094; GO:0032981","9606.ENSP00000351737","Complex I assembly factor TMEM126B, mitochondrial (Transmembrane protein 126B)","false","9606.ENSP00000351737"
"Q9BU61","NDUF3_HUMAN","NDUFAF3 C3orf60","mitochondrial respiratory chain complex I assembly [GO:0032981]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; mitochondrial respiratory chain complex I assembly [GO:0032981]","","GO:0005634; GO:0005739; GO:0005743; GO:0032981","9606.ENSP00000323076","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3","false","9606.ENSP00000323076"
"P49821","NDUV1_HUMAN","NDUFV1 UQOR1","aerobic respiration [GO:0009060]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0005829; GO:0006120; GO:0008137; GO:0009060; GO:0010181; GO:0042775; GO:0042776; GO:0045271; GO:0046872; GO:0051287; GO:0051539","9606.ENSP00000497587","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (NDUFV1) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)","false","9606.ENSP00000497587"
"P03897","NU3M_HUMAN","MT-ND3 MTND3 NADH3 ND3","aerobic respiration [GO:0009060]; cellular response to glucocorticoid stimulus [GO:0071385]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to light intensity [GO:0009642]; response to oxidative stress [GO:0006979]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; cellular response to glucocorticoid stimulus [GO:0071385]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to light intensity [GO:0009642]; response to oxidative stress [GO:0006979]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0006120; GO:0006979; GO:0008137; GO:0009060; GO:0009642; GO:0042776; GO:0045271; GO:0071385","9606.ENSP00000355206","NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)","false","9606.ENSP00000355206"
"P28331","NDUS1_HUMAN","NDUFS1","aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006120; GO:0008137; GO:0009055; GO:0009060; GO:0032981; GO:0042776; GO:0045271; GO:0045333; GO:0046872; GO:0051537; GO:0051539","9606.ENSP00000392709","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)","false","9606.ENSP00000392709"
"O75306","NDUS2_HUMAN","NDUFS2","aerobic respiration [GO:0009060]; cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; oxygen sensor activity [GO:0019826]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]; aerobic respiration [GO:0009060]; cellular response to oxygen levels [GO:0071453]; gliogenesis [GO:0042063]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neural precursor cell proliferation [GO:0061351]; neurogenesis [GO:0022008]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; oxygen sensor activity [GO:0019826]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]","GO:0005654; GO:0005739; GO:0005743; GO:0005759; GO:0006120; GO:0008137; GO:0009055; GO:0009060; GO:0019826; GO:0022008; GO:0031625; GO:0032981; GO:0042063; GO:0042775; GO:0042776; GO:0045271; GO:0046872; GO:0048038; GO:0051287; GO:0051539; GO:0061351; GO:0071453","9606.ENSP00000356972","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)","false","9606.ENSP00000356972"
"O15239","NDUA1_HUMAN","NDUFA1","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0031966; GO:0032981; GO:0042776; GO:0045271","9606.ENSP00000360492","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit)","false","9606.ENSP00000360492"
"P56556","NDUA6_HUMAN","NDUFA6 LYRM6 NADHB14","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to oxidative stress [GO:0006979]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to oxidative stress [GO:0006979]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0006120; GO:0006979; GO:0008137; GO:0009060; GO:0031966; GO:0032981; GO:0042776; GO:0045271","9606.ENSP00000482543","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (LYR motif-containing protein 6) (NADH-ubiquinone oxidoreductase B14 subunit)","false","9606.ENSP00000482543"
"O43676","NDUB3_HUMAN","NDUFB3","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0032981; GO:0042776; GO:0045271","9606.ENSP00000407336","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit)","false","9606.ENSP00000407336"
"Q86Y39","NDUAB_HUMAN","NDUFA11","aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","","GO:0005739; GO:0005743; GO:0009060; GO:0032981; GO:0042776; GO:0045271","9606.ENSP00000389160","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)","false","9606.ENSP00000389160"
"Q9NPL8","TIDC1_HUMAN","TIMMDC1 C3orf1 UNQ247/PRO284","","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]","","GO:0005654; GO:0005739; GO:0005743","9606.ENSP00000418803","Complex I assembly factor TIMMDC1, mitochondrial (Protein M5-14) (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing-protein 1)","false","9606.ENSP00000418803"
"P03923","NU6M_HUMAN","MT-ND6 MTND6 NADH6 ND6","aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to cocaine [GO:0042220]; response to hydrogen peroxide [GO:0042542]; response to nicotine [GO:0035094]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to cocaine [GO:0042220]; response to hydrogen peroxide [GO:0042542]; response to nicotine [GO:0035094]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]","GO:0005739; GO:0005743; GO:0006120; GO:0008137; GO:0009060; GO:0032981; GO:0035094; GO:0042220; GO:0042542; GO:0042776","9606.ENSP00000354665","NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)","false","9606.ENSP00000354665"
